,County,Year,Month,Fully Vaccinated Rate,One Dose Rate,Up To Date Rate
492,Del Norte,2023,9,0.4996,0.5648,0.1173
493,Del Norte,2023,10,0.4996,0.565,0.1266
494,El Dorado,2020,1,0.0,0.0,0.0
495,El Dorado,2020,7,0.0,0.0,0.0
496,El Dorado,2020,8,0.0,0.0,0.0
497,El Dorado,2020,9,0.0,0.0,0.0
498,El Dorado,2020,10,0.0,0.0,0.0
499,El Dorado,2020,11,0.0,0.0001,0.0
500,El Dorado,2022,12,0.6252,0.6857,0.12269999999999999
501,El Dorado,2023,9,0.6211,0.6831999999999999,0.1607
502,El Dorado,2020,7,0.0,0.0,0.0
503,El Dorado,2020,8,0.0,0.0,0.0
504,El Dorado,2020,9,0.0,0.0,0.0
505,El Dorado,2020,10,0.0,0.0,0.0
506,El Dorado,2020,11,0.0,0.0001,0.0
507,El Dorado,2020,12,0.0001,0.0166,0.0
508,El Dorado,2021,1,0.0195,0.09390000000000001,0.0
509,El Dorado,2021,2,0.09699999999999999,0.1963,0.0
510,El Dorado,2021,3,0.2143,0.335,0.0
511,El Dorado,2021,4,0.3468,0.4476,0.0
512,El Dorado,2021,5,0.4336,0.5054,0.0
513,El Dorado,2021,6,0.4825,0.5291,0.0
514,El Dorado,2021,7,0.501,0.5513,0.0
515,El Dorado,2021,8,0.5247999999999999,0.5811999999999999,0.0
516,El Dorado,2021,9,0.5466,0.5967,0.0
517,El Dorado,2021,10,0.5600999999999999,0.6072,0.0
518,El Dorado,2021,11,0.5720000000000001,0.6283,0.0
519,El Dorado,2021,12,0.5899,0.6435,0.0
520,El Dorado,2022,1,0.6037,0.6589,0.0
521,El Dorado,2022,2,0.61,0.6637000000000001,0.0
522,El Dorado,2022,3,0.6133,0.6665000000000001,0.0
523,El Dorado,2022,4,0.6157,0.6689,0.0
524,El Dorado,2022,5,0.6179,0.6709,0.0
525,El Dorado,2022,6,0.6197,0.6736,0.0001
526,El Dorado,2022,7,0.6214,0.6762999999999999,0.0001
527,El Dorado,2022,8,0.6229,0.6781,0.0001
528,El Dorado,2022,9,0.6238,0.6799,0.0207
529,El Dorado,2022,10,0.6244,0.6828,0.0684
530,El Dorado,2022,11,0.6249,0.6846,0.10289999999999999
531,El Dorado,2022,12,0.6252,0.6859999999999999,0.1259
532,El Dorado,2023,1,0.6204999999999999,0.6812999999999999,0.1334
533,El Dorado,2023,2,0.6207,0.6818000000000001,0.13699999999999998
534,El Dorado,2023,3,0.6209,0.6822,0.1398
535,El Dorado,2023,4,0.621,0.6823999999999999,0.14300000000000002
536,El Dorado,2023,5,0.621,0.6826000000000001,0.14980000000000002
537,El Dorado,2023,6,0.6211,0.6828,0.1536
538,El Dorado,2023,7,0.6211,0.6829999999999999,0.1565
539,El Dorado,2023,8,0.6211,0.6831999999999999,0.16010000000000002
540,El Dorado,2023,9,0.6211,0.6835,0.1722
541,El Dorado,2023,10,0.6211,0.6840999999999999,0.1961
542,Fresno,2020,1,0.0,0.0,0.0
543,Fresno,2020,7,0.0,0.0,0.0
544,Fresno,2020,8,0.0,0.0,0.0
545,Fresno,2020,9,0.0,0.0,0.0
546,Fresno,2020,10,0.0,0.0,0.0
547,Fresno,2020,11,0.0,0.0,0.0
548,Fresno,2022,12,0.62,0.6847,0.0717
549,Fresno,2020,7,0.0,0.0,0.0
550,Fresno,2020,8,0.0,0.0,0.0
551,Fresno,2020,9,0.0,0.0,0.0
552,Fresno,2020,10,0.0,0.0,0.0
553,Fresno,2020,11,0.0,0.0,0.0
554,Fresno,2020,12,0.0,0.011000000000000001,0.0
555,Fresno,2021,1,0.0134,0.0649,0.0
556,Fresno,2021,2,0.06280000000000001,0.14029999999999998,0.0
557,Fresno,2021,3,0.1725,0.303,0.0
558,Fresno,2021,4,0.30579999999999996,0.39020000000000005,0.0
559,Fresno,2021,5,0.3696,0.4386,0.0
560,Fresno,2021,6,0.4121,0.46759999999999996,0.0
561,Fresno,2021,7,0.4361,0.4953,0.0
562,Fresno,2021,8,0.4677,0.5393,0.0
563,Fresno,2021,9,0.5039,0.5663,0.0
564,Fresno,2021,10,0.526,0.5832,0.0
565,Fresno,2021,11,0.5435,0.6078,0.0
566,Fresno,2021,12,0.5672999999999999,0.6301,0.0
567,Fresno,2022,1,0.5832999999999999,0.6476000000000001,0.0
568,Fresno,2022,2,0.5958,0.6565000000000001,0.0
569,Fresno,2022,3,0.6026,0.6616,0.0
570,Fresno,2022,4,0.6065,0.6648000000000001,0.0
571,Fresno,2022,5,0.6091,0.6673,0.0
572,Fresno,2022,6,0.6113000000000001,0.6701,0.0001
573,Fresno,2022,7,0.6135,0.6736,0.0001
574,Fresno,2022,8,0.6161,0.6768000000000001,0.0001
575,Fresno,2022,9,0.6175999999999999,0.679,0.013300000000000001
576,Fresno,2022,10,0.6187,0.6815000000000001,0.0388
577,Fresno,2022,11,0.6194,0.6834,0.0587
578,Fresno,2022,12,0.6202000000000001,0.685,0.07429999999999999
579,Fresno,2023,1,0.6106,0.6748999999999999,0.0812
580,Fresno,2023,2,0.611,0.6756,0.0848
581,Fresno,2023,3,0.6114,0.6762999999999999,0.08810000000000001
582,Fresno,2023,4,0.6114999999999999,0.6767,0.0907
583,Fresno,2023,5,0.6115999999999999,0.6770999999999999,0.0943
584,Fresno,2023,6,0.6115999999999999,0.6773,0.0967
585,Fresno,2023,7,0.6115999999999999,0.6776000000000001,0.09849999999999999
586,Fresno,2023,8,0.6115999999999999,0.6779000000000001,0.1007
587,Fresno,2023,9,0.6115999999999999,0.6781999999999999,0.1081
588,Fresno,2023,10,0.6115999999999999,0.6785,0.1177
589,Glenn,2020,1,0.0,0.0,0.0
590,Glenn,2020,7,0.0,0.0,0.0
591,Glenn,2020,8,0.0,0.0001,0.0
592,Glenn,2020,9,0.0001,0.0001,0.0
593,Glenn,2020,10,0.0001,0.0001,0.0
594,Glenn,2020,11,0.0001,0.0001,0.0
595,Glenn,2020,12,0.0001,0.0036,0.0
596,Glenn,2021,1,0.0002,0.0187,0.0
597,Glenn,2021,11,0.49229999999999996,0.5386,0.0
598,Glenn,2021,12,0.509,0.5582,0.0
599,Glenn,2022,6,0.557,0.6039,0.0
600,Glenn,2022,7,0.5575,0.6043,0.0
601,Glenn,2022,8,0.5603,0.6088,0.0
602,Glenn,2022,9,0.5613,0.6097,0.0001
603,Glenn,2022,11,0.5633,0.6145,0.0513
604,Glenn,2022,12,0.5638000000000001,0.6156,0.0652
605,Glenn,2023,1,0.5482,0.5991,0.0711
606,Glenn,2023,2,0.5489,0.5997,0.0748
607,Glenn,2023,3,0.5490999999999999,0.6001,0.0764
608,Glenn,2023,4,0.5493,0.6004999999999999,0.0785
609,Glenn,2023,5,0.5494,0.6008,0.0806
610,Glenn,2023,6,0.5494,0.601,0.08199999999999999
611,Glenn,2023,7,0.5495,0.6012,0.0828
612,Glenn,2023,8,0.5495,0.6013000000000001,0.0837
613,Glenn,2023,9,0.5495,0.6014,0.084
614,Glenn,2020,8,0.0,0.0001,0.0
615,Glenn,2020,9,0.0001,0.0001,0.0
616,Glenn,2020,12,0.0001,0.0127,0.0
617,Glenn,2021,1,0.013999999999999999,0.069,0.0
618,Glenn,2021,2,0.0681,0.14029999999999998,0.0
619,Glenn,2021,3,0.1635,0.2636,0.0
620,Glenn,2021,4,0.2815,0.34299999999999997,0.0
621,Glenn,2021,5,0.33740000000000003,0.38,0.0
622,Glenn,2021,6,0.37200000000000005,0.4065,0.0
623,Glenn,2021,7,0.39549999999999996,0.43200000000000005,0.0
624,Glenn,2021,8,0.4219,0.4719,0.0
625,Glenn,2021,9,0.4572,0.5015999999999999,0.0
626,Glenn,2021,10,0.4794,0.5199,0.0
627,Glenn,2021,11,0.4941,0.5409,0.0
628,Glenn,2021,12,0.5117,0.562,0.0
629,Glenn,2022,1,0.5327000000000001,0.5848,0.0
630,Glenn,2022,2,0.5429999999999999,0.5935,0.0
631,Glenn,2022,3,0.5498,0.5972999999999999,0.0
632,Glenn,2022,4,0.5533,0.6003000000000001,0.0
633,Glenn,2022,5,0.556,0.6021,0.0
634,Glenn,2022,6,0.5574,0.6041,0.0
635,Glenn,2022,7,0.5590999999999999,0.6069,0.0
636,Glenn,2022,8,0.5611999999999999,0.6095,0.0
637,Glenn,2022,9,0.5625,0.6113000000000001,0.0103
638,Glenn,2022,10,0.5631,0.6133,0.0368
639,Glenn,2022,11,0.5634,0.6148,0.0535
640,Glenn,2022,12,0.5639,0.6158,0.0666
641,Glenn,2023,1,0.5483,0.5992999999999999,0.07150000000000001
642,Glenn,2023,2,0.5489,0.5997,0.0748
643,Glenn,2023,3,0.5490999999999999,0.6001,0.07690000000000001
644,Glenn,2023,4,0.5493,0.6004999999999999,0.0785
645,Glenn,2023,5,0.5494,0.6008,0.0808
646,Glenn,2023,6,0.5494,0.601,0.08199999999999999
647,Glenn,2023,7,0.5495,0.6012,0.08289999999999999
648,Glenn,2023,8,0.5495,0.6013000000000001,0.0837
649,Glenn,2023,9,0.5495,0.6015,0.0886
650,Glenn,2023,10,0.5495,0.6017,0.09539999999999998
651,Humboldt,2020,1,0.0,0.0,0.0
652,Humboldt,2020,7,0.0,0.0,0.0
653,Humboldt,2020,8,0.0,0.0,0.0
654,Humboldt,2020,9,0.0,0.0,0.0
655,Humboldt,2020,10,0.0,0.0,0.0
656,Humboldt,2020,11,0.0,0.0,0.0
657,Humboldt,2020,12,0.0,0.0001,0.0
658,Humboldt,2022,11,0.6831999999999999,0.7462000000000001,0.1119
659,Humboldt,2022,12,0.6840999999999999,0.7481,0.13720000000000002
660,Humboldt,2023,5,0.6759000000000001,0.7414000000000001,0.18109999999999998
661,Humboldt,2023,7,0.6761,0.7423000000000001,0.19640000000000002
662,Humboldt,2020,8,0.0,0.0,0.0
663,Humboldt,2020,10,0.0,0.0,0.0
664,Humboldt,2020,11,0.0,0.0,0.0
665,Humboldt,2020,12,0.0,0.0184,0.0
666,Humboldt,2021,1,0.0222,0.1121,0.0
667,Humboldt,2021,2,0.10890000000000001,0.19210000000000002,0.0
668,Humboldt,2021,3,0.2193,0.3375,0.0
669,Humboldt,2021,4,0.3586,0.4757,0.0
670,Humboldt,2021,5,0.4622,0.5327000000000001,0.0
671,Humboldt,2021,6,0.5134000000000001,0.5638000000000001,0.0
672,Humboldt,2021,7,0.5371,0.5875,0.0
673,Humboldt,2021,8,0.5634,0.6271,0.0
674,Humboldt,2021,9,0.5915,0.6465000000000001,0.0
675,Humboldt,2021,10,0.6064,0.6579999999999999,0.0
676,Humboldt,2021,11,0.6196,0.6839,0.0
677,Humboldt,2021,12,0.643,0.7006999999999999,0.0
678,Humboldt,2022,1,0.6551,0.7142000000000001,0.0001
679,Humboldt,2022,2,0.6633,0.7195999999999999,0.0001
680,Humboldt,2022,3,0.6678000000000001,0.7229000000000001,0.0001
681,Humboldt,2022,4,0.6707,0.7254999999999999,0.0001
682,Humboldt,2022,5,0.6728000000000001,0.7279000000000001,0.0001
683,Humboldt,2022,6,0.6747,0.7306999999999999,0.0002
684,Humboldt,2022,7,0.6767,0.7347,0.0002
685,Humboldt,2022,8,0.6790999999999999,0.7379000000000001,0.0002
686,Humboldt,2022,9,0.6811,0.7404000000000001,0.0276
687,Humboldt,2022,10,0.6825,0.7437,0.0791
688,Humboldt,2022,11,0.6833,0.7465999999999999,0.1164
689,Humboldt,2022,12,0.6842,0.7483,0.1401
690,Humboldt,2023,1,0.6748999999999999,0.7386,0.1501
691,Humboldt,2023,2,0.6751999999999999,0.7394,0.1573
692,Humboldt,2023,3,0.6757,0.7404000000000001,0.1637
693,Humboldt,2023,4,0.6759000000000001,0.7409,0.17
694,Humboldt,2023,5,0.6759000000000001,0.7414000000000001,0.1822
695,Humboldt,2023,6,0.6759999999999999,0.742,0.19140000000000001
696,Humboldt,2023,7,0.6761,0.7424,0.19820000000000002
697,Humboldt,2023,8,0.6761,0.7428,0.20550000000000002
698,Humboldt,2023,9,0.6761,0.7433,0.2167
699,Humboldt,2023,10,0.6761,0.7437999999999999,0.23309999999999997
700,Imperial,2020,1,0.0,0.0,0.0
701,Imperial,2020,7,0.0,0.0,0.0
702,Imperial,2020,8,0.0,0.0,0.0
703,Imperial,2020,9,0.0,0.0,0.0
704,Imperial,2020,10,0.0,0.0,0.0
705,Imperial,2020,11,0.0,0.0001,0.0
706,Imperial,2020,12,0.0,0.0002,0.0
707,Imperial,2023,9,1.0023,1.5212999999999999,0.19469999999999998
708,Imperial,2020,8,0.0,0.0,0.0
709,Imperial,2020,9,0.0,0.0,0.0
710,Imperial,2020,10,0.0,0.0,0.0
711,Imperial,2020,11,0.0,0.0001,0.0
712,Imperial,2020,12,0.0,0.0095,0.0
713,Imperial,2021,1,0.0095,0.0533,0.0
714,Imperial,2021,2,0.0559,0.13570000000000002,0.0
715,Imperial,2021,3,0.1867,0.3393,0.0
716,Imperial,2021,4,0.34869999999999995,0.5236999999999999,0.0
717,Imperial,2021,5,0.47859999999999997,0.6183,0.0
718,Imperial,2021,6,0.5710999999999999,0.7066,0.0
719,Imperial,2021,7,0.6305,0.7584000000000001,0.0
720,Imperial,2021,8,0.6761,0.8164,0.0
721,Imperial,2021,9,0.7201000000000001,0.8528,0.0
722,Imperial,2021,10,0.7415999999999999,0.8752,0.0
723,Imperial,2021,11,0.7774,0.9909,0.0001
724,Imperial,2021,12,0.8606,1.1176000000000001,0.0001
725,Imperial,2022,1,0.9133,1.2412,0.0001
726,Imperial,2022,2,0.9451999999999999,1.29,0.0001
727,Imperial,2022,3,0.9623,1.3237999999999999,0.0001
728,Imperial,2022,4,0.9722,1.3411000000000002,0.0001
729,Imperial,2022,5,0.9793000000000001,1.355,0.0001
730,Imperial,2022,6,0.9869,1.3707,0.0001
731,Imperial,2022,7,0.9954999999999999,1.3934,0.0001
732,Imperial,2022,8,1.0022,1.4113999999999998,0.0001
733,Imperial,2022,9,1.0055,1.4275,0.0167
734,Imperial,2022,10,1.0081,1.4416,0.0435
735,Imperial,2022,11,1.0099,1.4543000000000001,0.069
736,Imperial,2022,12,1.0114,1.4667,0.0934
737,Imperial,2023,1,0.9986,1.4559,0.111
738,Imperial,2023,2,0.9997,1.4626,0.121
739,Imperial,2023,3,1.0007,1.4704,0.1309
740,Imperial,2023,4,1.0014,1.4797,0.1412
741,Imperial,2023,5,1.0016,1.4890999999999999,0.1539
742,Imperial,2023,6,1.0018,1.4962,0.16329999999999997
743,Imperial,2023,7,1.002,1.5050999999999999,0.174
744,Imperial,2023,8,1.0023,1.5171000000000001,0.1895
745,Imperial,2023,9,1.0024,1.5224000000000002,0.1991
746,Imperial,2023,10,1.0025,1.5245,0.2075
747,Inyo,2020,1,0.0,0.0,0.0
748,Inyo,2020,7,0.0,0.0,0.0
749,Inyo,2020,8,0.0,0.0,0.0
750,Inyo,2020,9,0.0,0.0001,0.0
751,Inyo,2020,10,0.0,0.0001,0.0
752,Inyo,2020,11,0.0,0.0002,0.0
753,Inyo,2020,12,0.0,0.0287,0.0
754,Inyo,2021,1,0.0259,0.0712,0.0
755,Inyo,2021,6,0.48460000000000003,0.5234000000000001,0.0
756,Inyo,2021,7,0.49219999999999997,0.53,0.0
757,Inyo,2021,8,0.5162,0.568,0.0
758,Inyo,2021,9,0.5209,0.5725,0.0
759,Inyo,2021,12,0.5868,0.6403,0.0
760,Inyo,2022,1,0.6049,0.6616,0.0
761,Inyo,2022,2,0.6132,0.6658,0.0
762,Inyo,2022,3,0.6158,0.6681,0.0
763,Inyo,2022,4,0.6185,0.6704000000000001,0.0001
764,Inyo,2022,5,0.6212,0.6723,0.0001
765,Inyo,2022,6,0.6223,0.674,0.0001
766,Inyo,2022,7,0.6236999999999999,0.6761,0.0001
767,Inyo,2022,8,0.6249,0.6785,0.0001
768,Inyo,2022,9,0.625,0.6789000000000001,0.0001
769,Inyo,2022,10,0.6265,0.6822,0.0652
770,Inyo,2022,11,0.627,0.6844,0.1167
771,Inyo,2022,12,0.6274000000000001,0.6853,0.14029999999999998
772,Inyo,2023,1,0.6131,0.67,0.14300000000000002
773,Inyo,2023,2,0.6132,0.6706,0.1452
774,Inyo,2023,3,0.6135,0.6707,0.1461
775,Inyo,2023,4,0.6137,0.6713,0.1483
776,Inyo,2023,5,0.6137,0.6718999999999999,0.1545
777,Inyo,2023,6,0.6137,0.6722,0.1577
778,Inyo,2023,7,0.6137,0.6724,0.159
779,Inyo,2023,8,0.6137,0.6725,0.1604
780,Inyo,2023,9,0.6137,0.6725,0.1617
781,Inyo,2023,10,0.6137,0.6728000000000001,0.18109999999999998
782,Inyo,2020,9,0.0,0.0001,0.0
783,Inyo,2020,10,0.0,0.0002,0.0
784,Inyo,2020,12,0.0001,0.0406,0.0
785,Inyo,2021,1,0.0415,0.11199999999999999,0.0
786,Inyo,2021,2,0.11109999999999999,0.2568,0.0
787,Inyo,2021,3,0.256,0.3729,0.0
788,Inyo,2021,4,0.3785,0.4758,0.0
789,Inyo,2021,5,0.4571,0.5114,0.0
790,Inyo,2021,6,0.491,0.5286,0.0
791,Inyo,2021,7,0.5024000000000001,0.5438000000000001,0.0
792,Inyo,2021,8,0.5188,0.5699000000000001,0.0
793,Inyo,2021,9,0.5397,0.5861,0.0
794,Inyo,2021,10,0.5546,0.5997,0.0
795,Inyo,2021,11,0.5707,0.6286999999999999,0.0
796,Inyo,2021,12,0.5882999999999999,0.6416,0.0
797,Inyo,2022,1,0.606,0.6617000000000001,0.0
798,Inyo,2022,2,0.6135,0.6659999999999999,0.0
799,Inyo,2022,3,0.616,0.6687000000000001,0.0
800,Inyo,2022,4,0.6189,0.6709,0.0001
801,Inyo,2022,5,0.6213000000000001,0.6726000000000001,0.0001
802,Inyo,2022,6,0.6224000000000001,0.6740999999999999,0.0001
803,Inyo,2022,7,0.6236999999999999,0.6761,0.0001
804,Inyo,2022,8,0.6249,0.6789000000000001,0.0001
805,Inyo,2022,9,0.6257,0.6806,0.0281
806,Inyo,2022,10,0.6265999999999999,0.6829999999999999,0.0849
807,Inyo,2022,11,0.6271,0.6845,0.1193
808,Inyo,2022,12,0.6274000000000001,0.6853,0.14029999999999998
809,Inyo,2023,1,0.6131,0.6701999999999999,0.1433
810,Inyo,2023,2,0.6133,0.6706,0.1452
811,Inyo,2023,3,0.6136,0.6711,0.1467
812,Inyo,2023,4,0.6137,0.6713,0.1483
813,Inyo,2023,5,0.6137,0.6718999999999999,0.1548
814,Inyo,2023,6,0.6137,0.6722,0.15789999999999998
815,Inyo,2023,7,0.6137,0.6724,0.1591
816,Inyo,2023,8,0.6137,0.6725,0.1606
817,Inyo,2023,9,0.6137,0.6726000000000001,0.1672
818,Inyo,2023,10,0.6137,0.6728000000000001,0.18109999999999998
819,Kern,2020,1,0.0,0.0,0.0
820,Kern,2020,7,0.0,0.0,0.0
821,Kern,2020,8,0.0,0.0,0.0
822,Kern,2020,9,0.0,0.0,0.0
823,Kern,2020,10,0.0,0.0,0.0
824,Kern,2020,11,0.0,0.0,0.0
825,Kern,2022,12,0.5414,0.6032,0.0541
826,Kern,2020,8,0.0,0.0,0.0
827,Kern,2020,9,0.0,0.0,0.0
828,Kern,2020,10,0.0,0.0,0.0
829,Kern,2020,11,0.0,0.0,0.0
830,Kern,2020,12,0.0,0.006500000000000001,0.0
831,Kern,2021,1,0.0084,0.0508,0.0
832,Kern,2021,2,0.0519,0.10869999999999999,0.0
833,Kern,2021,3,0.1335,0.2352,0.0
834,Kern,2021,4,0.2486,0.3223,0.0
835,Kern,2021,5,0.30510000000000004,0.36590000000000006,0.0
836,Kern,2021,6,0.3433,0.3921,0.0
837,Kern,2021,7,0.3652,0.418,0.0
838,Kern,2021,8,0.3935,0.4618,0.0
839,Kern,2021,9,0.4303,0.4905,0.0
840,Kern,2021,10,0.4549,0.5095000000000001,0.0
841,Kern,2021,11,0.4736,0.5329,0.0
842,Kern,2021,12,0.4943,0.5529,0.0
843,Kern,2022,1,0.5079,0.5697,0.0
844,Kern,2022,2,0.5201,0.5785,0.0
845,Kern,2022,3,0.5264,0.5836,0.0
846,Kern,2022,4,0.5297999999999999,0.5867,0.0
847,Kern,2022,5,0.5323,0.5892000000000001,0.0
848,Kern,2022,6,0.5343,0.5917,0.0
849,Kern,2022,7,0.5363,0.5947,0.0
850,Kern,2022,8,0.5383,0.5972999999999999,0.0
851,Kern,2022,9,0.5395,0.5991,0.0103
852,Kern,2022,10,0.5404,0.6009,0.0286
853,Kern,2022,11,0.541,0.6022,0.0438
854,Kern,2022,12,0.5415,0.6034,0.0558
855,Kern,2023,1,0.5338,0.5952000000000001,0.0613
856,Kern,2023,2,0.5341,0.5957,0.0642
857,Kern,2023,3,0.5344,0.5962,0.0663
858,Kern,2023,4,0.5345,0.5965,0.0679
859,Kern,2023,5,0.5345,0.5968,0.0701
860,Kern,2023,6,0.5345,0.597,0.0716
861,Kern,2023,7,0.5346,0.5972,0.0728
862,Kern,2023,8,0.5346,0.5975,0.07490000000000001
863,Kern,2023,9,0.5346,0.5978,0.0791
864,Kern,2023,10,0.5346,0.598,0.08460000000000001
865,Kings,2020,1,0.0,0.0,0.0
866,Kings,2020,7,0.0,0.0,0.0
867,Kings,2020,8,0.0,0.0,0.0
868,Kings,2020,9,0.0,0.0,0.0
869,Kings,2020,10,0.0,0.0,0.0
870,Kings,2020,11,0.0,0.0,0.0
871,Kings,2020,12,0.0,0.0037,0.0
872,Kings,2022,11,0.465,0.5255,0.035
873,Kings,2022,12,0.46549999999999997,0.5274,0.0463
874,Kings,2023,3,0.46840000000000004,0.5312,0.0556
875,Kings,2023,4,0.46880000000000005,0.5318,0.057999999999999996
876,Kings,2023,5,0.46880000000000005,0.5323,0.0605
877,Kings,2023,6,0.46880000000000005,0.5326,0.061799999999999994
878,Kings,2023,7,0.46880000000000005,0.5327000000000001,0.06280000000000001
879,Kings,2023,8,0.46880000000000005,0.5329999999999999,0.064
880,Kings,2023,9,0.46880000000000005,0.5333,0.0658
881,Kings,2020,8,0.0,0.0,0.0
882,Kings,2020,11,0.0,0.0,0.0
883,Kings,2020,12,0.0,0.0067,0.0
884,Kings,2021,1,0.0079,0.0455,0.0
885,Kings,2021,2,0.0435,0.0983,0.0
886,Kings,2021,3,0.1204,0.21789999999999998,0.0
887,Kings,2021,4,0.2198,0.2781,0.0
888,Kings,2021,5,0.2618,0.3126,0.0
889,Kings,2021,6,0.2924,0.3325,0.0
890,Kings,2021,7,0.3089,0.3549,0.0
891,Kings,2021,8,0.33490000000000003,0.3946,0.0
892,Kings,2021,9,0.3678,0.42060000000000003,0.0
893,Kings,2021,10,0.3889,0.4371,0.0
894,Kings,2021,11,0.40409999999999996,0.4576,0.0
895,Kings,2021,12,0.4217,0.4769,0.0
896,Kings,2022,1,0.43520000000000003,0.4953,0.0
897,Kings,2022,2,0.44530000000000003,0.5017,0.0
898,Kings,2022,3,0.45039999999999997,0.5062,0.0
899,Kings,2022,4,0.4537,0.5092,0.0
900,Kings,2022,5,0.4562,0.5115999999999999,0.0
901,Kings,2022,6,0.4581,0.5142,0.0
902,Kings,2022,7,0.46020000000000005,0.5171,0.0
903,Kings,2022,8,0.46240000000000003,0.52,0.0
904,Kings,2022,9,0.4636,0.5219,0.008199999999999999
905,Kings,2022,10,0.4644,0.5241,0.0246
906,Kings,2022,11,0.46509999999999996,0.5257999999999999,0.0371
907,Kings,2022,12,0.4656,0.5275,0.047599999999999996
908,Kings,2023,1,0.4681,0.5305,0.0524
909,Kings,2023,2,0.4683,0.531,0.0548
910,Kings,2023,3,0.46869999999999995,0.5316,0.057
911,Kings,2023,4,0.46880000000000005,0.5318999999999999,0.0584
912,Kings,2023,5,0.46880000000000005,0.5323,0.060700000000000004
913,Kings,2023,6,0.46880000000000005,0.5326,0.0621
914,Kings,2023,7,0.46880000000000005,0.5328,0.0632
915,Kings,2023,8,0.46880000000000005,0.5331,0.065
916,Kings,2023,9,0.46880000000000005,0.5335,0.0695
917,Kings,2023,10,0.46880000000000005,0.5337,0.07440000000000001
918,Lake,2020,1,0.0,0.0,0.0
919,Lake,2020,7,0.0,0.0,0.0
920,Lake,2020,8,0.0,0.0,0.0
921,Lake,2020,9,0.0,0.0,0.0
922,Lake,2020,10,0.0,0.0,0.0
923,Lake,2020,11,0.0,0.0,0.0
924,Lake,2020,12,0.0,0.005600000000000001,0.0
925,Lake,2021,1,0.0,0.0105,0.0
926,Lake,2021,12,0.49340000000000006,0.5486,0.0
927,Lake,2022,6,0.5275,0.5861,0.0001
928,Lake,2022,7,0.5292,0.5888,0.0001
929,Lake,2022,9,0.5305,0.5908,0.0002
930,Lake,2022,12,0.5318999999999999,0.5961,0.0661
931,Lake,2023,1,0.5241,0.5876,0.0667
932,Lake,2023,2,0.5245000000000001,0.589,0.0775
933,Lake,2023,3,0.5246,0.5893999999999999,0.08039999999999999
934,Lake,2023,4,0.5246999999999999,0.5895,0.0827
935,Lake,2023,5,0.5247999999999999,0.5902000000000001,0.0894
936,Lake,2023,6,0.5247999999999999,0.5904,0.0913
937,Lake,2023,7,0.5247999999999999,0.5906,0.0931
938,Lake,2023,8,0.5247999999999999,0.5908,0.09570000000000001
939,Lake,2023,9,0.5247999999999999,0.591,0.0966
940,Lake,2020,10,0.0,0.0,0.0
941,Lake,2020,11,0.0,0.0,0.0
942,Lake,2020,12,0.0,0.01,0.0
943,Lake,2021,1,0.0154,0.08789999999999999,0.0
944,Lake,2021,2,0.0783,0.1646,0.0
945,Lake,2021,3,0.191,0.2776,0.0
946,Lake,2021,4,0.2764,0.3502,0.0
947,Lake,2021,5,0.3379,0.3874,0.0
948,Lake,2021,6,0.37229999999999996,0.4133,0.0
949,Lake,2021,7,0.3951,0.4435,0.0
950,Lake,2021,8,0.42460000000000003,0.4827,0.0
951,Lake,2021,9,0.4548,0.5097,0.0
952,Lake,2021,10,0.4718,0.5229,0.0
953,Lake,2021,11,0.48340000000000005,0.5367000000000001,0.0
954,Lake,2021,12,0.49520000000000003,0.5513,0.0
955,Lake,2022,1,0.5069,0.5682,0.0001
956,Lake,2022,2,0.5157,0.575,0.0001
957,Lake,2022,3,0.5205,0.5792,0.0001
958,Lake,2022,4,0.5236,0.5818,0.0001
959,Lake,2022,5,0.5261,0.5849,0.0001
960,Lake,2022,6,0.5281,0.5869,0.0001
961,Lake,2022,7,0.5292,0.5888,0.0001
962,Lake,2022,8,0.5304,0.5907,0.0001
963,Lake,2022,9,0.531,0.5919,0.0096
964,Lake,2022,10,0.5315,0.5935,0.0308
965,Lake,2022,11,0.5317000000000001,0.595,0.0516
966,Lake,2022,12,0.5318999999999999,0.5964,0.0677
967,Lake,2023,1,0.5244,0.5886,0.0747
968,Lake,2023,2,0.5245000000000001,0.589,0.0776
969,Lake,2023,3,0.5246999999999999,0.5893999999999999,0.081
970,Lake,2023,4,0.5247999999999999,0.5897,0.08529999999999999
971,Lake,2023,5,0.5247999999999999,0.5902000000000001,0.0897
972,Lake,2023,6,0.5247999999999999,0.5905,0.09179999999999999
973,Lake,2023,7,0.5247999999999999,0.5906,0.0935
974,Lake,2023,8,0.5247999999999999,0.5909,0.096
975,Lake,2023,9,0.5247999999999999,0.5912,0.102
976,Lake,2023,10,0.5247999999999999,0.5914,0.11130000000000001
977,Lassen,2020,1,0.0,0.0,0.0
978,Lassen,2020,7,0.0,0.0,0.0
979,Lassen,2020,8,0.0,0.0,0.0
980,Lassen,2020,9,0.0,0.0,0.0
981,Lassen,2020,10,0.0,0.0001,0.0
982,Lassen,2020,11,0.0001,0.0001,0.0
983,Lassen,2020,12,0.0001,0.0017000000000000001,0.0
984,Lassen,2021,1,0.0066,0.0507,0.0
985,Lassen,2021,12,0.2663,0.2943,0.0
986,Lassen,2022,4,0.29510000000000003,0.32520000000000004,0.0001
987,Lassen,2022,5,0.2956,0.3259,0.0002
